train_loss,valid_accuracy
0.0228280632514007,0.8904382470119522
0.001819295521202886,0.8904382470119522
0.0011077426615709945,0.8904382470119522
0.0007974967767281094,0.8904382470119522
0.0006228986692880691,0.8904382470119522
0.0005126305089409774,0.8904382470119522
0.00043407903531016747,0.8904382470119522
0.00037793987567788094,0.8904382470119522
0.00033491197940037083,0.8904382470119522
0.0003010090859506504,0.8904382470119522
0.0002724335629714232,0.8904382470119522
0.0002480681265659284,0.8904382470119522
0.0002285576740170961,0.8904382470119522
0.00021170802695754295,0.8904382470119522
0.0001971240110404993,0.8904382470119522
0.00018466993453497625,0.8904382470119522
0.00017294897671661365,0.8904382470119522
0.00016319454267132186,0.8904382470119522
0.000155398649223982,0.8904382470119522
0.00014716748885444179,0.8904382470119522
0.00013988687043186185,0.8904382470119522
0.00013444587377056577,0.8904382470119522
0.0001284592569087787,0.8904382470119522
0.00012247008751003764,0.8904382470119522
0.00011718514263266394,0.8904382470119522
0.00011272471601841971,0.8904382470119522
0.00010838486190432134,0.8904382470119522
0.00010482340991890444,0.8904382470119522
0.00010137891839459089,0.8904382470119522
9.779211418512295e-05,0.8904382470119522
9.466997540459551e-05,0.8904382470119522
9.146113381812517e-05,0.8904382470119522
8.881506573917769e-05,0.8904382470119522
8.610475050846126e-05,0.8904382470119522
8.360190197497149e-05,0.8904382470119522
8.094471260874936e-05,0.8904382470119522
7.911363153935185e-05,0.8904382470119522
7.683068028639135e-05,0.8904382470119522
7.45576249909011e-05,0.8904382470119522
7.35540146553301e-05,0.8904382470119522
7.11918683114111e-05,0.8904382470119522
6.957945956211177e-05,0.8904382470119522
6.792390848908277e-05,0.8904382470119522
6.666533215114377e-05,0.8904382470119522
6.492600003609763e-05,0.8904382470119522
6.350700567061415e-05,0.8904382470119522
6.199332671793057e-05,0.8904382470119522
6.0838030047558154e-05,0.8904382470119522
5.941818994260304e-05,0.8904382470119522
5.856859593484256e-05,0.8904382470119522
